ParticipantID,Age,Gender,ExperimenterPresent,Group,TrialNumber,Condition,TimeElapsed,PeopleRescued,DidDrown,DrownCount,HealthRemaining,AttemptedRescue,TimeNearVictim
84859,22,Male,false,1,1,0,79.584722,0,false,0,0.66837,false,0.0
84859,22,Male,false,1,2,2,114.520868,4,false,0,0.522792,true,10.509907
84859,22,Male,false,1,3,1,87.433653,1,false,0,0.635664,true,0.01519
