ParticipantID,Age,Gender,ExperimenterPresent,Group,TrialNumber,Condition,TimeElapsed,PeopleRescued,DidDrown,DrownCount,HealthRemaining,AttemptedRescue,TimeNearVictim
64435,20,Female,false,1,1,0,178.804626,0,true,1,0.254921,false,0.0
64435,20,Female,false,1,2,2,92.378572,1,false,0,0.615058,true,5.975074
64435,20,Female,false,1,3,1,114.407674,0,false,0,0.523263,false,0.0
