ParticipantID,Age,Gender,ExperimenterPresent,Group,TrialNumber,Condition,TimeElapsed,PeopleRescued,DidDrown,DrownCount,HealthRemaining,AttemptedRescue,TimeNearVictim
25826,24,Male,1,1,1,0,104.062041,0,False,0,0.566373,False,0.0
25826,24,Male,1,1,2,2,67.776329,0,False,0,0.717576,True,1.104467
25826,24,Male,1,1,3,1,60.405777,0,False,0,0.748289,False,0.0
